secs,km,power,hr,cad,alt
0,0,0,101,0,167.2
1,1e-5,0,101,0,167.2
298,1e-5,0,73,0,167
299,0.00285,0,78,0,167
300,0.00621,0,84,0,167
301,0.01047,114,86,58,167
302,0.01537,233,90,72,167
303,0.02083,188,94,77,167
304,0.02624,32,98,77,166.8
305,0.03217,32,101,59,166.8
306,0.03839,290,104,89,166.8
307,0.04478,138,106,86,166.8
308,0.05136,117,108,86,166.8
309,0.05793,117,111,90,166.6
310,0.06413,0,112,93,166.8
311,0.07026,0,112,93,166.8
312,0.07582,0,112,93,166.8
313,0.08076,0,112,0,166.8
314,0.0854,0,111,0,166.8
315,0.08977,0,111,0,166.8
316,0.09379,0,110,0,166.8
317,0.09757,0,109,0,166.8
318,0.10178,0,109,0,166.8
319,0.10609,0,108,0,166.8
320,0.11008,0,109,0,166.8
321,0.11322,0,108,0,166.8
322,0.11655,0,109,0,166.8
323,0.12083,0,109,0,166.6
324,0.12609,0,110,0,166.6
325,0.13213,256,112,88,166.6
326,0.13882,245,113,100,166.6
327,0.14608,145,115,64,166.6
328,0.1535,317,117,75,166.6
329,0.16117,86,119,78,166.8
330,0.1689,0,122,79,166.8
331,0.17668,0,124,79,166.6
332,0.18462,0,126,79,166.6
333,0.1931,42,128,55,166.6
334,0.20156,123,130,93,166.6
335,0.20989,83,133,48,166.6
336,0.21798,0,134,48,166.4
337,0.22585,0,135,48,166.4
338,0.2336,0,137,50,166.4
339,0.24125,0,137,50,166.4
340,0.24851,0,138,50,166.4
341,0.2559,33,138,48,166.4
342,0.26341,104,139,90,166.4
343,0.27084,0,139,93,166.4
344,0.27808,0,139,93,166.4
345,0.28541,0,139,93,166.4
346,0.29282,56,139,66,166.8
347,0.30031,137,140,96,166.8
348,0.30782,38,139,96,166.8
349,0.31532,38,140,96,166.8
350,0.3229,38,139,45,166.8
351,0.33044,209,139,91,166.8
352,0.33803,88,138,75,166.8
353,0.34566,0,138,76,166.8
354,0.35317,0,137,76,166.8
355,0.36058,0,136,76,166.8
356,0.36781,0,135,76,166.8
357,0.37495,0,134,76,166.8
358,0.38218,31,134,35,166.8
359,0.38985,66,133,35,166.8
360,0.39777,66,132,92,166.6
361,0.40561,0,132,102,166.6
362,0.41344,0,132,102,166.6
363,0.42113,0,131,102,166.6
364,0.42859,60,131,205,166.6
365,0.43603,21,130,205,166.6
366,0.44358,21,129,205,166.4
367,0.45158,22,128,122,166.2
368,0.45996,0,127,122,166.2
369,0.4683,0,126,102,166
370,0.47664,0,125,102,166
371,0.4852,0,124,205,166
372,0.49402,0,123,205,166
373,0.50305,0,122,205,165.8
374,0.51192,0,121,0,165.8
375,0.52033,0,120,0,165.6
376,0.52818,0,119,0,165.4
377,0.53569,0,116,0,165.2
378,0.54248,0,116,0,164.8
379,0.54899,0,116,0,164.6
380,0.55533,0,116,0,164.4
381,0.56189,0,114,0,164
382,0.56894,0,112,2,163.6
383,0.57579,0,112,2,163.2
384,0.58206,0,113,2,163.2
385,0.58809,0,113,0,162.8
386,0.5936,0,113,0,162.6
387,0.59872,0,111,0,162.2
388,0.6036,0,110,0,161.8
389,0.60879,0,108,0,161.4
390,0.61374,0,108,0,161.4
391,0.61861,79,107,63,161.4
392,0.62458,98,107,70,161.2
393,0.63062,94,107,70,161.2
394,0.63721,94,107,77,161.2
395,0.64383,0,107,79,161
396,0.65063,0,107,79,161
397,0.65716,0,106,79,161
398,0.66406,35,106,41,160.8
399,0.67161,172,107,94,160.8
400,0.67878,84,109,72,160.8
401,0.68583,33,112,73,160.8
402,0.69244,33,114,73,160.6
403,0.69911,34,116,60,160.6
404,0.70655,470,117,109,160.4
405,0.7153,475,119,107,160.4
406,0.72471,248,122,117,160.2
407,0.73484,120,123,101,160.2
408,0.74555,0,124,101,160.2
409,0.7561,0,126,102,160.2
410,0.76651,0,127,102,160.2
411,0.77686,44,127,205,160
412,0.78731,0,127,205,160
413,0.7971,0,127,205,160
414,0.80681,0,127,0,159.8
415,0.81594,0,126,0,159.4
416,0.8238,0,124,0,159
417,0.83239,0,123,0,158.8
418,0.83997,0,120,0,158.6
419,0.8471,0,118,0,158.6
420,0.85341,169,117,69,158.6
421,0.86007,403,118,75,158.6
422,0.86676,480,119,76,158.6
423,0.87318,539,120,77,158.6
424,0.88025,536,122,77,158.6
425,0.88772,536,125,82,158.8
426,0.89548,185,126,86,159
