secs,km,power,hr,cad,alt
0,0,0,85,0,222.2
1,0,0,84,0,222.2
712,3e-5,0,80,0,244.2
713,4e-5,0,79,0,244.4
1694,4e-5,0,79,0,236.8
1695,0.00217,0,83,0,236.8
1697,0.00598,0,87,0,236.4
1700,0.01212,0,90,0,236.4
1702,0.0169,0,89,0,236.2
1703,0.01899,0,89,0,236.2
1704,0.02127,0,88,0,236.2
1705,0.02435,0,88,0,236.2
1706,0.02816,42,88,59,236.2
1707,0.0323,208,90,54,236.2
1708,0.03707,264,91,59,236.2
1709,0.0428,147,93,59,236.2
1710,0.04933,147,96,60,236.2
1711,0.05635,47,98,77,236.2
1712,0.06366,0,100,82,236
1713,0.07154,0,101,82,236
1714,0.08004,0,102,82,236
1715,0.08866,0,103,0,236
1716,0.09703,0,104,0,235.8
1717,0.10514,0,104,11,235.8
1718,0.11318,0,105,11,235.8
1719,0.1206,0,105,11,235.6
1720,0.12717,0,105,82,235.2
1721,0.13318,0,105,82,234.8
1722,0.13924,0,104,82,234.2
1723,0.14519,0,104,0,233.6
1724,0.15083,0,102,0,233
1725,0.15709,20,102,17,232.4
1726,0.16404,96,102,83,232
1727,0.17154,32,102,83,231.8
1728,0.17946,32,103,83,231.4
1729,0.18774,32,104,75,230.8
1730,0.19611,93,105,90,230
1731,0.20431,0,106,93,229.6
1732,0.21215,0,107,93,229.4
1733,0.21978,0,106,93,229
1734,0.22693,0,105,0,228.4
1735,0.23362,0,104,0,228
1736,0.24069,0,103,93,227.6
1737,0.24856,0,103,93,227.2
1738,0.25719,3,103,8,226.4
1739,0.26564,183,104,86,226
1740,0.27442,76,104,88,225.6
1741,0.28472,173,104,92,225.4
1742,0.29513,292,105,97,225.4
1743,0.30591,213,106,101,225.2
1744,0.31814,0,106,101,224.8
1745,0.33062,0,107,102,224.2
1746,0.34326,0,108,102,223.6
1747,0.35505,0,109,102,222.6
1748,0.36595,0,109,0,222
1749,0.37638,0,108,0,221.2
1750,0.38651,0,107,0,220.4
1751,0.39687,0,107,0,219.8
1752,0.40742,19,105,14,219.2
1753,0.41831,154,105,100,218.4
1754,0.42976,32,105,100,217.4
1755,0.44129,32,106,102,216.4
1756,0.45277,32,108,47,215.8
1757,0.465,0,109,108,215.4
1758,0.4772,0,110,108,215.2
1759,0.48934,0,110,108,214.8
1760,0.50086,0,110,0,214.6
1761,0.5116,0,109,0,214.4
1762,0.52157,0,109,0,213.8
