secs,km,power,hr,cad,alt
0,0,0,80,0,25
1,6e-5,0,80,0,25
393,6e-5,0,56,0,24.4
394,0.00287,0,56,0,24.4
402,0.04667,0,59,0,24.4
403,0.05418,0,62,0,24.2
404,0.06161,0,65,0,24.2
405,0.06917,53,67,80,24
406,0.07707,59,79,109,24
407,0.08496,114,88,108,23.8
408,0.09279,278,95,110,23.8
409,0.10094,230,101,107,23.6
410,0.10946,362,106,106,23.6
411,0.1181,212,110,109,23.6
412,0.12725,101,113,104,23.6
413,0.13648,35,116,108,23.6
414,0.14557,35,118,108,23.4
415,0.15424,36,120,77,23.4
416,0.16287,50,121,79,23.4
417,0.1716,124,123,104,23.4
418,0.18042,49,124,104,23.2
419,0.18883,49,125,86,23.2
420,0.19713,96,125,102,23
421,0.20555,0,126,102,23
422,0.21372,0,126,102,22.8
423,0.22163,0,127,102,22.8
424,0.2295,0,127,0,22.6
425,0.23733,0,128,0,22.6
426,0.24567,33,128,37,22.6
427,0.25401,170,129,37,22.6
428,0.26277,170,129,97,22.6
429,0.27133,129,129,97,22.6
430,0.27977,207,130,97,22.6
431,0.28883,198,129,98,22.6
432,0.29765,184,130,103,22.6
433,0.30677,146,129,100,22.6
434,0.31582,92,129,90,22.6
435,0.32473,102,129,44,22.8
436,0.3336,58,128,44,22.8
437,0.34279,58,128,35,22.8
438,0.35235,27,127,35,22.8
439,0.36271,27,126,37,22.8
440,0.37194,29,125,43,22.8
441,0.38052,136,125,57,22.8
442,0.38853,0,123,57,22.8
443,0.39695,0,122,57,22.8
444,0.40536,0,120,59,22.8
445,0.41358,0,119,59,22.8
446,0.42185,0,118,59,22.8
447,0.43016,50,117,41,22.8
448,0.43942,149,117,41,22.8
449,0.44898,149,118,96,22.8
450,0.45991,0,118,98,22.8
451,0.47026,0,118,98,22.6
452,0.47982,0,118,98,22.6
453,0.49024,0,118,0,22.2
454,0.50068,0,118,0,21.6
455,0.51184,27,116,34,20.6
456,0.52313,0,115,34,20
457,0.53446,0,112,39,19.6
458,0.5452,0,110,39,19
459,0.55599,0,110,39,18.4
460,0.56626,0,110,39,17.8
461,0.57668,0,110,39,17
462,0.58779,0,110,0,16.6
463,0.59798,0,110,0,16
464,0.60814,0,110,0,15.4
465,0.6182,0,108,0,14.8
466,0.6287,0,107,0,14.2
467,0.63956,0,105,0,13.8
468,0.64959,0,105,0,13.4
469,0.65996,129,103,119,12.8
470,0.67079,212,103,112,12.4
471,0.68137,0,102,120,12
472,0.69162,0,102,120,11.6
473,0.70154,0,102,120,11.4
474,0.71102,114,102,241,11
475,0.72066,0,101,241,10.8
476,0.73065,0,101,120,10.4
477,0.74086,0,101,120,9.8
478,0.75108,0,102,120,9.4
479,0.76104,0,101,0,9
480,0.77092,0,101,120,8.4
481,0.78065,0,101,120,8
482,0.79046,0,102,120,7.8
483,0.80036,63,103,0,7.6
484,0.81012,179,104,81,7.4
485,0.82041,287,106,106,7.4
486,0.83081,172,107,107,7.4
487,0.84133,36,108,107,7.2
488,0.85153,36,110,65,7.2
489,0.86164,84,111,54,7
490,0.87172,102,112,74,6.8
491,0.8819,158,113,104,6.8
492,0.89207,71,113,66,6.6
493,0.90194,0,114,66,6.6
494,0.9117,0,113,66,6.6
495,0.92129,0,112,66,6.6
496,0.93029,0,111,66,6.6
497,0.93898,0,110,66,6.4
