secs,km,power,hr,cad,alt
0,0,465,107,78,998.4
1,0.00438,476,109,85,998.4
2,0.00903,549,112,80,998.4
3,0.014,465,114,85,998.4
4,0.01932,403,117,85,998.4
5,0.02486,442,120,86,998.6
6,0.03029,398,123,89,998.8
7,0.03565,295,125,88,999
8,0.04085,283,128,78,999.2
9,0.04607,299,131,85,999.4
10,0.05114,286,132,80,999.6
11,0.05624,346,134,81,999.8
12,0.06131,349,137,80,1000.2
13,0.06584,319,138,80,1000.6
14,0.07043,340,139,82,1000.8
15,0.07485,329,140,80,1001.2
16,0.07934,324,141,79,1001.6
17,0.08356,312,142,78,1002
18,0.08776,300,142,78,1002.4
19,0.09228,315,143,78,1002.6
20,0.09678,286,143,78,1003
21,0.10102,286,144,76,1003.4
22,0.10526,294,144,77,1003.8
23,0.10917,307,145,77,1004.4
24,0.11296,307,146,76,1005.2
25,0.11735,305,146,79,1005.4
26,0.12169,276,147,76,1005.8
27,0.12596,269,148,77,1006.2
28,0.13026,262,148,75,1007
29,0.13455,281,149,76,1007.4
30,0.13881,291,149,74,1008
31,0.14286,310,150,75,1008.4
32,0.14682,294,150,73,1008.8
33,0.15086,294,151,75,1009
34,0.15539,280,151,73,1009.4
35,0.15953,285,151,73,1009.8
36,0.16386,285,152,73,1010.2
37,0.16845,286,152,70,1010.8
38,0.17288,277,152,72,1011
39,0.17715,263,152,72,1011.4
40,0.18182,290,152,72,1011.8
41,0.18609,290,153,72,1012.2
42,0.19035,230,154,74,1012.8
43,0.1948,243,154,74,1013
44,0.1993,257,154,74,1013.4
45,0.20354,255,154,73,1013.8
46,0.20791,269,154,73,1014.2
47,0.21203,273,154,72,1014.4
48,0.21629,267,154,71,1014.8
49,0.2205,267,154,72,1015
50,0.22495,252,155,72,1015.4
51,0.22982,252,155,71,1015.6
52,0.23443,263,155,72,1015.8
53,0.23882,237,155,72,1016.2
54,0.24325,253,156,72,1016.8
55,0.24757,269,156,72,1017
56,0.25197,269,156,72,1017.4
57,0.25659,257,156,72,1017.6
58,0.26091,269,156,72,1018
59,0.26532,259,156,70,1018.4
60,0.26951,261,157,73,1018.8
61,0.27357,251,157,71,1019
62,0.27794,265,157,70,1019.4
63,0.28206,280,157,70,1019.6
64,0.28615,281,157,72,1019.8
65,0.29043,271,157,72,1020.2
66,0.29449,267,157,72,1020.6
67,0.2986,276,157,71,1020.8
68,0.30306,288,157,73,1021
69,0.30723,282,158,73,1021.4
70,0.31163,273,158,72,1021.8
71,0.31559,275,158,72,1022
72,0.31956,275,158,72,1022.4
73,0.32384,264,158,72,1022.6
74,0.32786,270,158,72,1023
75,0.33214,281,158,73,1023.2
76,0.33639,274,158,73,1023.6
77,0.34088,267,158,72,1024
78,0.34542,249,158,74,1024.4
79,0.34968,275,158,74,1024.6
80,0.35421,277,159,76,1025
81,0.35895,263,159,74,1025.2
82,0.36359,255,159,73,1025.8
83,0.36783,266,159,74,1026.2
84,0.37233,294,159,75,1026.4
85,0.37632,289,160,71,1026.8
86,0.38044,293,160,74,1027.2
87,0.38465,288,160,72,1027.4
88,0.38886,299,160,72,1027.8
89,0.39285,260,160,72,1028
90,0.39668,274,160,72,1028.2
91,0.40077,263,161,72,1028.8
92,0.40471,246,161,71,1029.2
93,0.40882,269,161,72,1029.6
94,0.41279,283,161,75,1030
95,0.41699,268,161,73,1030.2
96,0.42118,251,161,74,1030.6
97,0.42533,249,161,74,1031
98,0.42963,253,161,72,1031.6
99,0.43372,279,162,75,1032
100,0.43775,263,161,73,1032.2
101,0.44175,265,162,72,1032.6
102,0.44575,271,161,71,1033
103,0.44975,265,161,72,1033.2
104,0.45374,285,162,73,1033.4
105,0.45772,268,161,71,1033.8
106,0.46193,282,161,72,1034
107,0.4662,260,161,74,1034.2
108,0.4706,276,162,73,1034.6
109,0.47493,272,161,73,1035
110,0.47916,273,161,73,1035.4
111,0.48351,303,161,73,1036
112,0.48778,317,161,74,1036.2
113,0.49217,306,162,74,1036.6
114,0.49667,296,161,75,1037
115,0.50124,287,161,75,1037.4
116,0.50578,287,162,75,1037.6
117,0.51036,288,162,74,1038
118,0.51486,287,162,77,1038.2
119,0.51939,306,162,76,1038.6
120,0.52386,316,162,76,1039
121,0.52825,316,162,75,1039.2
122,0.5328,272,162,73,1039.6
123,0.53733,282,162,75,1040
124,0.5419,266,162,75,1040.2
125,0.54637,237,162,74,1040.6
126,0.55085,204,162,74,1041
127,0.55534,299,162,76,1041.4
128,0.55971,280,162,75,1041.8
129,0.56401,291,162,75,1042.2
130,0.56842,302,162,78,1042.4
131,0.57308,320,162,78,1042.6
132,0.57806,297,162,76,1043
133,0.58287,281,162,76,1043.4
134,0.58752,287,162,76,1043.6
135,0.59218,295,162,76,1043.8
136,0.59679,295,162,76,1044
137,0.60161,309,163,78,1044.4
138,0.60616,293,163,76,1044.8
139,0.61081,305,163,77,1045
140,0.61533,307,163,77,1045.4
141,0.61987,317,163,78,1046.2
142,0.62437,311,163,78,1046.4
143,0.62905,327,163,76,1046.8
144,0.63384,316,163,81,1047.2
145,0.63848,322,164,77,1047.6
146,0.64292,314,164,77,1047.8
147,0.64739,323,164,78,1048.2
148,0.65195,321,164,78,1048.4
149,0.6564,310,164,77,1048.8
150,0.66103,313,164,77,1049
151,0.66565,275,164,77,1049.4
